,CIK,CONAME,FYRMO,FDATE,FORM,SECFNAME,positive_score,negative_score,polarity_score,average_sentence_length,percentage_of_complex_words,fog_index,word_count,complex_word_count,uncertainty_score,constraining_score,positive_word_proportion,negative_word_proportion,uncertainty_word_proportion,constraining_word_proportion,constraining_words_whole_report
74,5588,AMERICAN PAD & PAPER CO,199811,16/11/1998,10-Q/A,edgar/data/5588/0000005588-98-000010.txt,2,2,0.0,61,0.2997658079625293,24.519906323185012,427,128,2,5,0.00468384074941452,0.00468384074941452,0.00468384074941452,0.0117096018735363,5
75,5907,AT&T CORP,199908,13/8/1999,10-Q,edgar/data/5907/0000005907-99-000027.txt,239,441,-0.29705882309256054,16,0.35856670725343537,6.543426682901374,28745,10307,314,185,0.008314489476430684,0.015341798573664986,0.010923638893720647,0.00643590189598191,185
76,5907,AT&T CORP,199911,15/11/1999,10-Q,edgar/data/5907/0000005907-99-000037.txt,259,438,-0.2568149207219298,16,0.3686917169500823,6.547476686780033,29168,10754,324,181,0.008879594075699396,0.015016456390565003,0.011108063631376851,0.006205430608886451,181
77,5907,AT&T CORP,200003,27/3/2000,10-K,edgar/data/5907/0000005907-00-000014.txt,588,678,-0.07109004733721165,15,0.4018417672281222,6.1607367068912495,55273,22211,682,505,0.010638105404085177,0.01226638684348597,0.012338754907459339,0.00913646807663778,505
78,5907,AT&T CORP,200005,15/5/2000,10-Q,edgar/data/5907/0000005907-00-000025.txt,112,169,-0.20284697436709262,16,0.3828261775739892,6.553130471029596,11995,4592,136,63,0.009337223843268029,0.014089203834931221,0.01133805752396832,0.005252188411838266,63
79,5907,AT&T CORP,200008,14/8/2000,10-Q,edgar/data/5907/0000005907-00-000031.txt,190,240,-0.11627906949702542,14,0.3883994853013956,5.755359794120558,20206,7848,218,96,0.009403147579926755,0.01187766010096011,0.010788874591705433,0.004751064040384044,96
80,5907,AT&T CORP,200011,14/11/2000,10-Q,edgar/data/5907/0000005907-00-000038.txt,207,317,-0.20992366372151972,15,0.4049899085326577,6.161995963413063,23287,9431,282,112,0.008889079744063211,0.013612745308541245,0.01210976081075278,0.00480955039292309,112
81,5907,AT&T CORP,200101,26/1/2001,10-K/A,edgar/data/5907/0000005907-01-000002.txt,254,423,-0.2496307234126577,11,0.41611043689320387,4.566444174757282,19776,8229,261,113,0.012843851132686084,0.021389563106796117,0.013197815533980582,0.005713996763754045,113
82,5907,AT&T CORP,200104,2/4/2001,10-K405,edgar/data/5907/0000005907-01-000012.txt,1231,2226,-0.2878218107353712,16,0.39816000456736456,6.559264001826946,122609,48818,1805,1043,0.010040045999885816,0.018155274082652988,0.014721594662708283,0.008506716472689607,1043
83,5907,AT&T CORP,200104,17/4/2001,10-K405/A,edgar/data/5907/0000005907-01-000015.txt,1231,2237,-0.29008073809397905,16,0.3979443782473717,6.559177751298948,123369,49094,1824,1045,0.009978195494816364,0.018132594087655732,0.014784913552026846,0.008470523389182047,1045
84,5907,AT&T CORP,200105,15/5/2001,10-Q,edgar/data/5907/0000950123-01-502538.txt,209,465,-0.37982195789343925,15,0.3966677096370463,6.158667083854819,25568,10142,338,173,0.008174280350438047,0.018186795994993742,0.013219649561952441,0.006766270337922403,173
85,5907,AT&T CORP,200107,3/7/2001,10-Q/A,edgar/data/5907/0000950123-01-504075.txt,211,473,-0.38304093511251325,15,0.39664544183879485,6.158658176735518,25756,10216,336,174,0.008192265879795,0.018364652896412488,0.013045503960242273,0.006755707407982606,174
86,5907,AT&T CORP,200108,10/8/2001,10-Q/A,edgar/data/5907/0000950123-01-505366.txt,150,377,-0.4307400371333206,14,0.40139576767221974,5.760558307068888,17768,7132,243,101,0.008442143178748312,0.021217919855920756,0.013676271949572265,0.005684376407023863,101
87,5907,AT&T CORP,200108,14/8/2001,10-Q,edgar/data/5907/0000950123-01-505598.txt,150,469,-0.5153473335777911,12,0.40035055829654637,4.960140223318619,15404,6167,221,87,0.009737730459620878,0.030446637237081277,0.01434692287717476,0.005647883666580109,87
88,6071,AMES DEPARTMENT STORES INC,199809,2/9/1998,10-Q,edgar/data/6071/0000006071-98-000023.txt,14,24,-0.26315788781163457,12,0.37375178316690444,4.949500713266762,2804,1048,20,16,0.004992867332382311,0.008559201141226819,0.007132667617689016,0.005706134094151213,16
89,6071,AMES DEPARTMENT STORES INC,199812,10/12/1998,10-Q,edgar/data/6071/0000006071-98-000026.txt,15,34,-0.3877550941274471,13,0.38016019716574245,5.352064078866298,3246,1234,22,20,0.0046210720887245845,0.010474430067775724,0.006777572396796057,0.0061614294516327784,20
90,6071,AMES DEPARTMENT STORES INC,199904,5/4/1999,10-K,edgar/data/6071/0000889812-99-001116.txt,189,395,-0.3527397254233909,12,0.38984859262270094,4.955939437049081,19682,7673,249,106,0.009602682654201809,0.020069098668834467,0.0126511533380754,0.005385631541510009,106
91,6071,AMES DEPARTMENT STORES INC,199906,15/6/1999,10-Q,edgar/data/6071/0000006071-99-000013.txt,20,66,-0.5348837147106545,15,0.35634625597450875,6.1425385023898045,3766,1342,105,26,0.0053106744556558685,0.017525225703664365,0.027881040892193308,0.006903876792352629,26
92,6071,AMES DEPARTMENT STORES INC,199909,14/9/1999,10-Q,edgar/data/6071/0000006071-99-000015.txt,64,183,-0.48178137456768677,15,0.4181313598519889,6.167252543940796,8648,3616,148,67,0.0074005550416281225,0.021160962072155412,0.017113783533765033,0.007747456059204441,67
93,6071,AMES DEPARTMENT STORES INC,199912,14/12/1999,10-Q,edgar/data/6071/0000006071-99-000017.txt,36,81,-0.38461538132807366,15,0.3763765541740675,6.150550621669627,5630,2119,47,31,0.006394316163410302,0.014387211367673179,0.008348134991119005,0.005506216696269982,31
94,6071,AMES DEPARTMENT STORES INC,200004,11/4/2000,10-K,edgar/data/6071/0000006071-00-000002.txt,178,325,-0.2922465202937445,10,0.3896207340236505,4.15584829360946,16321,6359,202,97,0.010906194473377857,0.019912995527234852,0.012376692604619814,0.005943263280436248,97
95,6071,AMES DEPARTMENT STORES INC,200006,13/6/2000,10-Q,edgar/data/6071/0000006071-00-000011.txt,18,62,-0.5499999931250001,14,0.354975900198469,5.741990360079388,3527,1252,74,25,0.005103487383045081,0.017578678763821944,0.020981003685851998,0.007088176920895945,25
96,6201,AMR CORP,199908,16/8/1999,10-Q,edgar/data/6201/0000006201-99-000023.txt,31,195,-0.7256637136032579,12,0.4022025748410113,4.960881029936405,6447,2593,95,41,0.004808438033193733,0.03024662633783155,0.014735535908174344,0.006359547076159454,41
97,6201,AMR CORP,199911,5/11/1999,10-Q,edgar/data/6201/0000006201-99-000028.txt,32,175,-0.6908212527013466,12,0.41284259984338295,4.965137039937353,6385,2636,100,42,0.0050117462803445575,0.0274079874706343,0.015661707126076743,0.006577916992952232,42
98,6201,AMR CORP,200003,27/3/2000,10-K405,edgar/data/6201/0000950134-00-002454.txt,366,1016,-0.47033285060033797,16,0.42898888090933857,6.5715955523637355,40381,17323,634,406,0.009063668556994626,0.025160347688269236,0.01570045318342785,0.010054233426611525,406
99,6201,AMR CORP,200005,11/5/2000,10-Q,edgar/data/6201/0000006201-00-000009.txt,21,139,-0.737499995390625,13,0.395283260702384,5.358113304280954,3901,1542,52,36,0.0053832350679313,0.035631889259164315,0.013329915406306075,0.009228402973596514,36
100,6201,AMR CORP,200007,28/7/2000,10-Q,edgar/data/6201/0000950134-00-006067.txt,34,154,-0.6382978689452241,11,0.391212949337818,4.556485179735128,4757,1861,67,34,0.007147361782636115,0.03237334454488123,0.014084507042253521,0.007147361782636115,34
101,6201,AMR CORP,200010,26/10/2000,10-Q,edgar/data/6201/0000006201-00-000017.txt,35,168,-0.6551724105656531,11,0.40232067510548525,4.5609282700421945,4740,1907,71,34,0.007383966244725738,0.035443037974683546,0.014978902953586498,0.007172995780590718,34
102,6201,AMR CORP,200103,22/3/2001,10-K405,edgar/data/6201/0000950134-01-002483.txt,793,3092,-0.5917631916108718,14,0.42273547839014547,5.769094191356058,94170,39809,1171,1498,0.008420940851651269,0.03283423595624933,0.012434958054582139,0.015907401507911225,1498
103,6201,AMR CORP,200104,24/4/2001,10-Q,edgar/data/6201/0000950134-01-500665.txt,28,126,-0.636363632231405,14,0.401123595505618,5.760449438202247,4450,1785,77,44,0.006292134831460674,0.028314606741573035,0.017303370786516854,0.009887640449438202,44
104,6201,AMR CORP,200108,13/8/2001,10-Q,edgar/data/6201/0000006201-01-500032.txt,29,162,-0.696335074888298,12,0.39276660469832686,4.9571066418793315,5917,2324,116,45,0.004901132330572926,0.0273787392259591,0.019604529322291703,0.007605205340544195,45
105,6201,AMR CORP,200110,25/10/2001,10-Q,edgar/data/6201/0000006201-01-500047.txt,40,236,-0.710144924963243,13,0.4221332644628099,5.368853305785124,7744,3269,167,77,0.005165289256198347,0.030475206611570247,0.0215650826446281,0.009943181818181818,77
106,6201,AMR CORP,200202,28/2/2002,10-K405,edgar/data/6201/0000950134-02-001661.txt,197,512,-0.44428772856941084,13,0.41988515328331943,5.367954061313328,21594,9067,432,233,0.009122904510512179,0.0237102898953413,0.02000555709919422,0.010790034268778365,233
107,6201,AMR CORP,200204,18/4/2002,10-Q,edgar/data/6201/0000006201-02-000015.txt,17,122,-0.7553956780187362,15,0.3895421566174631,6.155816862646986,3997,1557,67,40,0.004253189892419315,0.030522892169126844,0.01676257192894671,0.010007505629221916,40
108,6201,AMR CORP,200207,19/7/2002,10-Q,edgar/data/6201/0000006201-02-000035.txt,82,390,-0.6525423714988509,14,0.4030053759958547,5.761202150398343,15439,6222,249,117,0.005311224820260379,0.025260703413433512,0.016127987563961395,0.007578211024030054,117
109,6201,AMR CORP,200210,18/10/2002,10-Q,edgar/data/6201/0000006201-02-000052.txt,70,289,-0.6100278534539614,15,0.4132874125097211,6.165314965003889,9001,3720,134,89,0.007776913676258193,0.03210754360626597,0.014887234751694256,0.009887790245528275,89
110,6201,AMR CORP,200210,18/10/2002,10-Q/A,edgar/data/6201/0000950134-02-012680.txt,24,143,-0.712574846032486,15,0.39283558059971824,6.157134232239887,4969,1952,72,44,0.00482994566311129,0.02877842624270477,0.01448983698933387,0.008854900382370698,44
111,6201,AMR CORP,200210,18/10/2002,10-Q/A,edgar/data/6201/0000950134-02-012682.txt,30,202,-0.7413793071492272,13,0.38633357825128584,5.354533431300514,6805,2629,88,56,0.00440852314474651,0.029684055841293168,0.012931667891256429,0.00822924320352682,56
112,6201,AMR CORP,200304,1/4/2003,NT 10-K,edgar/data/6201/0000006201-03-000012.txt,2,14,-0.7499999531250029,23,0.3108882521489971,9.3243553008596,698,217,8,3,0.0028653295128939827,0.02005730659025788,0.011461318051575931,0.004297994269340974,3
113,6201,AMR CORP,200304,15/4/2003,10-K,edgar/data/6201/0001047469-03-013301.txt,800,1829,-0.39140357535511466,15,0.430624009223231,6.172249603689293,69390,29881,1092,800,0.011529038766392852,0.02635826487966566,0.015737137916126243,0.011529038766392852,800
114,6201,AMR CORP,200305,15/5/2003,10-Q,edgar/data/6201/0000006201-03-000030.txt,66,305,-0.6442048500156203,15,0.39482436083974226,6.157929744335897,9622,3799,153,114,0.006859280814799418,0.031698191644148825,0.015901060070671377,0.011847848680108086,114
115,6201,AMR CORP,200307,18/7/2003,10-Q,edgar/data/6201/0000006201-03-000045.txt,109,376,-0.5505154627824423,15,0.4069884364002011,6.162795374560081,11934,4857,199,162,0.009133567957097369,0.031506619741913856,0.016675046086810794,0.013574660633484163,162
116,6201,AMR CORP,200810,16/10/2008,10-Q,edgar/data/6201/0000006201-08-000060.txt,147,803,-0.6905263150626039,18,0.47964264792032807,7.391857059168132,20484,9825,297,283,0.007176332747510252,0.03920132786565124,0.014499121265377855,0.013815661003710213,283
117,6201,AMR CORP,200902,19/2/2009,10-K,edgar/data/6201/0000006201-09-000009.txt,869,2956,-0.5456209148900337,15,0.4720047525088579,6.1888019010035435,94266,44494,1106,1046,0.009218594190906584,0.03135807183926336,0.011732756242972016,0.011096259520930133,1046
118,6201,AMR CORP,200904,16/4/2009,10-Q,edgar/data/6201/0000006201-09-000016.txt,88,434,-0.6628352477723463,25,0.4113773135006245,10.16455092540025,8807,3623,188,114,0.009992051776995572,0.049278982627455434,0.021346656069035994,0.012944248892926082,114
119,6201,AMR CORP,200907,15/7/2009,10-Q,edgar/data/6201/0000006201-09-000029.txt,243,1021,-0.6155063286269727,26,0.4328777821163608,10.573151112846546,25610,11086,472,391,0.009488481062085123,0.03986723935962515,0.018430300663803204,0.01526747364310816,391
120,6201,AMR CORP,200910,21/10/2009,10-Q,edgar/data/6201/0000006201-09-000038.txt,154,650,-0.6169154221182644,19,0.43642732049036775,7.774570928196147,14275,6230,330,183,0.010788091068301225,0.04553415061295972,0.023117338003502626,0.012819614711033276,183
121,6201,AMR CORP,200911,6/11/2009,10-Q/A,edgar/data/6201/0000006201-09-000040.txt,5,78,-0.8795180616925535,20,0.509779442363712,8.203911776945485,2403,1225,16,30,0.0020807324178110697,0.03245942571785269,0.006658343736995423,0.012484394506866416,30
122,6201,AMR CORP,201002,17/2/2010,10-K,edgar/data/6201/0000006201-10-000006.txt,383,1746,-0.6402066694973196,16,0.4696797781139687,6.587871911245587,47592,22353,700,441,0.008047571020339553,0.03668683812405446,0.014708354345268113,0.009266263237518911,441
123,6201,AMR CORP,201004,21/4/2010,10-Q,edgar/data/6201/0000006201-10-000013.txt,92,409,-0.6327345296751806,25,0.41669545192861257,10.166678180771445,8685,3619,157,98,0.010592976396085205,0.047092688543465745,0.018077144502014968,0.011283822682786413,98
124,6201,AMR CORP,201007,21/7/2010,10-Q,edgar/data/6201/0000950123-10-066894.txt,194,4544,-0.918108906517917,17,0.07787652770711324,6.831150611082845,184754,14388,400,303,0.0010500449246024443,0.024594866687595397,0.002165041081654524,0.0016400186193533022,303
125,6201,AMR CORP,201010,20/10/2010,10-Q,edgar/data/6201/0000950123-10-094605.txt,187,4381,-0.9181260943699373,36,0.09688810602247945,14.438755242408991,119220,11551,333,270,0.0015685287703405468,0.036747190068780404,0.002793155510820332,0.002264720684448918,270
126,6260,ANACOMP INC,199402,14/2/1994,10-Q,edgar/data/6260/0000006260-94-000014.txt,10,14,-0.1666666597222225,2,0.38688827331486614,0.9547553093259465,2166,838,11,7,0.0046168051708217915,0.006463527239150508,0.0050784856879039705,0.003231763619575254,7
127,6260,ANACOMP INC,199405,12/5/1994,10-Q,edgar/data/6260/0000006260-94-000016.txt,10,14,-0.1666666597222225,2,0.3833416959357752,0.9533366783743102,1993,764,15,7,0.005017561465127948,0.007024586051179127,0.007526342197691922,0.0035122930255895636,7
128,6260,ANACOMP INC,199712,29/12/1997,10-K,edgar/data/6260/0000006260-97-000011.txt,181,445,-0.4217252389429309,15,0.4319045608108108,6.172761824324325,18944,8182,240,168,0.009554476351351352,0.02349028716216216,0.01266891891891892,0.008868243243243243,168
129,6260,ANACOMP INC,199802,17/2/1998,10-Q,edgar/data/6260/0000006260-98-000001.txt,38,167,-0.6292682896133254,13,0.4573002754820937,5.382920110192838,5445,2490,38,56,0.006978879706152434,0.030670339761248853,0.006978879706152434,0.010284664830119375,56
130,6260,ANACOMP INC,199805,13/5/1998,10-Q,edgar/data/6260/0000006260-98-000003.txt,34,61,-0.28421052332409974,13,0.346177750155376,5.338471100062151,3218,1114,33,26,0.010565568676196395,0.018955873213175885,0.010254816656308266,0.008079552517091361,26
131,6260,ANACOMP INC,199808,14/8/1998,10-Q,edgar/data/6260/0000914121-98-000672.txt,35,108,-0.5104895069196538,14,0.3609550561797753,5.74438202247191,4272,1542,48,40,0.008192883895131085,0.025280898876404494,0.011235955056179775,0.009363295880149813,40
132,6260,ANACOMP INC,199812,29/12/1998,10-K405,edgar/data/6260/0001047469-98-045227.txt,178,353,-0.3295668543699306,13,0.4155696777122106,5.3662278710848845,17624,7324,254,137,0.010099863822060826,0.020029505220154335,0.014412165229232865,0.00777349069450749,137
133,6260,ANACOMP INC,199902,11/2/1999,10-Q,edgar/data/6260/0000006260-99-000005.txt,20,65,-0.5294117584775088,11,0.40157004830917875,4.560628019323672,3312,1330,66,26,0.006038647342995169,0.0196256038647343,0.019927536231884056,0.00785024154589372,26
134,6260,ANACOMP INC,199905,17/5/1999,10-Q,edgar/data/6260/0000006260-99-000007.txt,73,237,-0.5290322563579605,13,0.41023102310231024,5.364092409240925,9090,3729,198,74,0.00803080308030803,0.026072607260726074,0.02178217821782178,0.00814081408140814,74
135,6260,ANACOMP INC,199908,13/8/1999,10-Q,edgar/data/6260/0000006260-99-000010.txt,36,153,-0.6190476157722349,11,0.383823213902596,4.553529285561039,4661,1789,79,29,0.007723664449688908,0.03282557391117786,0.01694915254237288,0.006221840806693842,29
136,11860,BETHLEHEM STEEL CORP /DE/,199811,12/11/1998,10-Q,edgar/data/11860/0000011860-98-000022.txt,101,247,-0.4195402286794821,11,0.4034934497816594,4.561397379912664,6870,2772,67,36,0.01470160116448326,0.03595342066957787,0.00975254730713246,0.005240174672489083,36
137,11860,BETHLEHEM STEEL CORP /DE/,199903,24/3/1999,10-K405,edgar/data/11860/0001021408-99-000543.txt,423,1045,-0.42370572178221677,15,0.3900562296537437,6.156022491861498,50685,19770,547,391,0.008345664397750814,0.020617539706027425,0.010792147578178948,0.007714313899575811,391
138,11860,BETHLEHEM STEEL CORP /DE/,199905,14/5/1999,10-Q,edgar/data/11860/0000011860-99-000025.txt,15,49,-0.5312499916992189,4,0.3776164032464759,1.7510465612985904,2341,884,32,8,0.006407518154634771,0.02093122597180692,0.013669372063220846,0.0034173430158052115,8
139,11860,BETHLEHEM STEEL CORP /DE/,199906,29/6/1999,10-K/A,edgar/data/11860/0000011860-99-000030.txt,22,16,0.15789473268698073,7,0.400988351570773,2.9603953406283097,2833,1136,31,14,0.007765619484645252,0.0056477232615601836,0.010942463819272856,0.004941757853865161,14
140,11860,BETHLEHEM STEEL CORP /DE/,199908,5/8/1999,10-Q,edgar/data/11860/0000011860-99-000035.txt,22,68,-0.5111111054320988,5,0.3976362943194815,2.1590545177277924,2623,1043,40,11,0.008387342737323675,0.025924513915364086,0.015249714067861228,0.0041936713686618375,11
141,11860,BETHLEHEM STEEL CORP /DE/,199911,2/11/1999,10-Q,edgar/data/11860/0000011860-99-000042.txt,73,269,-0.5730994135289491,9,0.428325636149597,3.771330254459839,11043,4730,211,86,0.006610522502943041,0.024359322647831205,0.019107126686588788,0.007787738839083583,86
142,11860,BETHLEHEM STEEL CORP /DE/,200003,9/3/2000,10-K,edgar/data/11860/0000011860-00-000019.txt,737,1785,-0.4155432195021637,14,0.42627733319058964,5.7705109332762365,74726,31854,780,1242,0.009862698391456788,0.023887268152985575,0.010438133982817226,0.016620721034178196,1242
143,11860,BETHLEHEM STEEL CORP /DE/,200005,3/5/2000,10-Q,edgar/data/11860/0000011860-00-000022.txt,19,30,-0.22448979133694305,3,0.3857772183763373,1.3543108873505352,1589,613,12,9,0.01195720578980491,0.018879798615481436,0.007551919446192574,0.005663939584644431,9
144,11860,BETHLEHEM STEEL CORP /DE/,200006,28/6/2000,10-K/A,edgar/data/11860/0000011860-00-000025.txt,20,16,0.11111110802469146,11,0.4040519877675841,4.561620795107034,2616,1057,35,16,0.00764525993883792,0.0061162079510703364,0.013379204892966361,0.0061162079510703364,16
145,11860,BETHLEHEM STEEL CORP /DE/,200007,26/7/2000,10-Q,edgar/data/11860/0000011860-00-000028.txt,37,30,0.10447761038093119,4,0.39411157024793386,1.7576446280991735,1936,763,18,9,0.019111570247933883,0.015495867768595042,0.009297520661157025,0.0046487603305785125,9
146,11860,BETHLEHEM STEEL CORP /DE/,200010,25/10/2000,10-Q,edgar/data/11860/0000011860-00-000038.txt,27,68,-0.4315789428254848,4,0.39575289575289574,1.7583011583011583,2072,820,20,11,0.013030888030888031,0.032818532818532815,0.009652509652509652,0.005308880308880309,11
147,12239,SPHERIX INC,200704,2/4/2007,10-K,edgar/data/12239/0001104659-07-024804.txt,192,259,-0.1485587579854573,13,0.3742376745511542,5.349695069820462,17545,6566,262,146,0.010943288686235396,0.014762040467369621,0.014933029353092049,0.008321459105158165,146
148,12239,SPHERIX INC,200705,16/5/2007,NT 10-Q,edgar/data/12239/0001104659-07-040463.txt,2,6,-0.4999999375000079,26,0.26622296173044924,10.50648918469218,601,160,8,3,0.0033277870216306157,0.009983361064891847,0.013311148086522463,0.004991680532445923,3
149,12239,SPHERIX INC,200705,18/5/2007,10-Q,edgar/data/12239/0001104659-07-041441.txt,24,66,-0.46666666148148156,15,0.3829910326873011,6.15319641307492,3457,1324,66,25,0.0069424356378362745,0.019091698004049754,0.019091698004049754,0.007231703789412786,25
150,12239,SPHERIX INC,200705,23/5/2007,10-K/A,edgar/data/12239/0001104659-07-042333.txt,192,260,-0.15044247754326887,13,0.37470030825436695,5.349880123301747,17518,6564,262,145,0.010960155268866309,0.014841876926589793,0.014956045210640484,0.008277200593675076,145
151,12239,SPHERIX INC,200708,14/8/2007,10-Q,edgar/data/12239/0001104659-07-062470.txt,34,116,-0.5466666630222222,14,0.39004849251528567,5.756019397006114,4743,1850,74,39,0.007168458781362007,0.02445709466582332,0.015601939700611427,0.008222643896268185,39
